listing_id,id,date,reviewer_id,reviewer_name,comments
12351,306607,2011-06-10,522057,Damon,"I couldn't have asked for a better first introduction to AirBNB. The hosts were very trusting and flexible in their arrangements for me considering I had to be at a conference at all hours of the day and night. 

The house was warm and homely with full access to the kitchen and coffee making facilities (which I didn't need to use as I had all of that provided at the conference.) 

The location is unbeatable and I walked from Milsons Point back to Pyrmont in only a couple of hours. Very close to the city. 

The bed is comfortable and their is air con if you get cold of a night. 

Why stay in a hotel when you can stay here and get a better experience for the same price!"
12351,315861,2011-06-15,541176,Cate,"We had a great time staying with Vinh and Stuart in Pyrmont. They are very friendly and helpful but don't invade your space.
Their house is lovely and within walking distance of Darling Harbour so makes a great base from which to explore Sydney.
The power was off in their street on our first night, which made going downstairs to the loo in the middle of the night an adventure! But they very kindly gave us a bottle of wine to make up for the inconvenience. We really enjoyed our stay and highly recommend Vinh and Stuart as hosts. Airbnb gives a much richer experience than staying in an impersonal hotel."
12351,326977,2011-06-21,651406,Christopher,Awesome location.  Awesome house.  Awesome room.  Awesome hosts.  Awesome coffee machine! Nuff said ;-)
12351,334788,2011-06-26,470619,Jack,Terrific location and everything was exactly as described.   Vihn & Stuart were great hosts. 
12351,345742,2011-07-01,581533,Kira,"I hate to give Vinh and Stuart a good review because I want to be able to stay with them the next time I need a host in Sydney!  These two gentlemen are simply wonderful and I had a lovely time as a guest in their home.  They are very welcoming and easy to talk with, and their home is simply lovely.  The location is perfect too - very close to the center of Sydney, yet in a quiet neighborhood.  And Kenji the dog is gorgeous.  Vinh and Stu are lucky I didn't take him home with me upon leaving.  :)"
12351,375511,2011-07-16,531667,Suzanne And David,"Thank you to Stuart and Vinh for providing us with such a wonderful home base for our stay in Sydney! They made us feel very welcome and offered excellent advice while we toured the area. We enjoyed our conversations and learning about Australia. The bed was very comfortable, the house is quiet and breakfast was perfect. We would  recommend Stuart and Vinh's highly and without reservation.

Thanks again for everything!!!
Cheers, 
Sue and Dave"
12351,393484,2011-07-24,799731,Mikael,"Our stay in Vinh and Stuart's house was fantastic. They both were very kind, open-minded and helpful. The house is pretty and well located. We really enjoyed staying there and we think that it is the best place to stay in Sydney. We recommend everybody to go there."
12351,416710,2011-08-03,893792,Chris,The host canceled my reservation 120 days before arrival.
12351,433967,2011-08-10,574643,Stephen And Lauran,"Wonderful place to stay, Vinh and Stuart make you feel welcome in their cozy, tastefully appointed home in this peaceful neighborhood. Everything you need is nearby: great restaurants, grocery stores and public transportation. Perfect, to use as a base, to explore Sydney."
12351,442299,2011-08-13,577766,Amantha,"Vinh was a terrific host. He made me feel at home, provided great conversation, and the place was super lovely. Very clean, great location, great views. I would definitely stay there again and would recommend the place to anyone looking for a central (yet quiet) place to stay in Sydney."
12351,469415,2011-08-23,832444,D.,"Beautiful home, fabulous location, wonderful hosts-- this was our first experience with airbnb.com and we couldn't have asked for a better one!  Vinh and Stuart were friendly and welcoming, and they were conscientious hosts as well-- even leaving information (and discounts) to local attractions in our room and calling a cab for us when it was time to go.  They are perfect examples of Australian hospitality and we look forward to staying with them again when we return!   (Plus, their super-friendly, super-quiet, super-adorable little dog is the icing on the cake.) "
12351,480543,2011-08-28,210036,Whitney,"Stuart and Vinh are perfect Airbnb hosts. Their house is lovely--comfortable and inviting and elegant. The location could not be better. It's in a great neighborhood for walking, shopping, and just hanging out. And has good transportation, with a bus, tram, and ferry practically on the doorstep. But, they are the real attraction. They made me feel welcome in every way. We had great conversations, and I feel that I am leaving Sydney with 2 new friends. "
12351,486848,2011-08-30,210036,Whitney,"Lovely hosts. The house is nice, with comfortable spaces and in a great location for exploring Sydney."
12351,493683,2011-09-01,472492,Jason,"Once again, another wonderful stay with Vinh and Stuart (and their gorgeous pomeranian). It's a shame they are such lovely hosts – I really want to spend more time with them. Next time I'll have to stay an extra day, I think. These guys tick all the boxes, and I really can't fault this experience in any way. Everything was perfect, and I'm so happy to have met them. Highly recommended!"
12351,499383,2011-09-04,699802,Ann,"If I travel to Sydney again, Vinh & Stuart will be my top Airbnb choice. "
12351,505328,2011-09-06,639935,Lydia,"Stuart and Vinh are wonderful and very helpful hosts. Their house is beautiful and the view from the terrace and kitchen is amazing. Very convenient for great restaurants and busing to the CBD. The bedroom is lovely and cozy (could've done with a little closet space). Bring your slippers to wear upstairs! Kenji was an added bonus as we missed our dog back in the States. 
Thanks again Stuart and Vinh for adding to the already wonderful experience on our return trip to Sydney.  "
12351,511290,2011-09-07,639935,Lydia,"Stuart and Vinh were wonderful and helpful hosts. A beautiful bedroom warm and cozy. Kitchen facility excellent with lovely view from the terrace off the kitchen. Great restaurants within one block! But for bathroom being downstairs next to the kitchen, I would give this airbnb 5 stars. Loved having Kenji around as we missed our dog back home."
12351,567652,2011-09-26,560163,Robert,"I had an amazing stay with Stuart and Vinh. They were fantastic hosts. Their home is warm and cozy. Loved the nice, modern bathroom and comfortable (Website hidden by Airbnb) were very welcoming and friendly and full of great information about the local area.The neighborhood they live in is filled with wonderful (non-touristy restaurants) and only 5 minutes or less to reach the light rail on foot. Very centrally located. You can walk everywhere or take rail or ferry transport. I would highly recommend staying here and I will too on my return visit to Sydney. P.S. Their little dog Kenji is so cute!!"
12351,588115,2011-10-02,171312,Shaira,2 nice and very helpful guys.  Nice place very close to everything!
12351,605442,2011-10-07,1341761,Durrah,"Vinh & Stuart's (and Kenji's!) home is excellent! The location of the house is just perfect for a walk into the city! Very convenient! Their home is really beautiful, neat and tidy. Just behind their home is Prymont Point Park, and it has such a beautiful skyline- you can see the Harbour Bridge! The hosts were very welcoming and warm, giving lots of help prior and during the stay. Thank you for everything!  "
12351,617811,2011-10-11,564003,Clara-Anne,Stuart & Vinh's home is super central. I recommend it as it is so close to the city. Location is no 1. You can be walking distance from the city & yet it's such a private & quiet spot. not to mention beautiful with the water in front. Kenji ( thier dog ) was a darling & eager to make friends with anyone. We were there for a weekend wedding which was so convenient. We'd return anytime if they're still available. :)
12351,629647,2011-10-16,536811,Steve & Ems,"Vinh and Stu's place s perfectly located for exploring Sydney. Close enough to venture into the city, far enough away to be nice and quiet. The views out the back of the house are fantastic and the house is within an easy 10 minute walk of Darling Harbour with all its bars, restaurants and shops.
Vinh and Stu are fantastic hosts, they are an easy laid back pair who are great to talk to and incredibly accommodating with lots of advice on the city to share.
I would highly recommend Vinh and Stu and when we return to Sydney we will certainly look them up again."
12351,640603,2011-10-18,460285,Donna,"As they say in New York, Location, Location, Location!  Whether you are a walker or prefer public transportation, it is easy to walk or use the tram/bus to the common places like Darling Harbour, downtown Sydney, etc.  Vinh and Stuart go out of their way to make sure you have the information to get around.  On a personal note, Vinh showed me how my travel blog could connect with website.  His enthusiasm got me off my tush and start writing again!  I slept in the upstairs room (and the bed is very comfortable) and later when my husband came, the second floor room.  You do have to be prepared to go to the first floor for a night time bathroom run but other than that, it's perfect!"
12351,661898,2011-10-25,691946,Mark,To say that it exceeded our expectations is a gross understatement! Rarely have stayed anywhere that we felt more part of the family and were treated so well. If you stay anywhere else when you visit Sydney you will be missing out on one of the cities main attractions. Thank you guys for making our precious holiday time so special.
12351,667979,2011-10-27,907777,Karyn,"Vinh & Stuart were perfect hosts, friendly and not intrusive.  We felt like we were staying with old friends.  Vinh & Stuart kindly helped us up the stairs with our baggage.  Plenty of choice re tea/coffee.  Plentiful supply of breakfast foods.  Comfortable and private room.  Great location and close to transport.  Vinh told us of the local's secret, the Fish Market, where we enjoyed a sumpuous seafood meal.  This was our first experience of Air BnB and it certainly was very positive, we will certainly stay here again when back in Sydney.  Great value."
12351,705142,2011-11-09,487908,Jason And Brett,"Vinh & Stuart were absolutely delightful hosts. A lovely home and a lovely atmosphere. Well positioned and appointed. We couldn't have asked for more. Thanks very much, we look forward to staying again :) "
12351,712869,2011-11-13,844345,Alan,Only stayed for a couple of nights but were made to feel most welcome. Location was excellent with a great local pub. Both Vin & Stuart were excellent hosts but very much just let you get on with things and offered advice and help about Sydney if you needed it. I would highly recommend staying with them.
12351,725677,2011-11-17,888499,Dirk,"Mal auf Deutsch: Der Aufenthalt bei den beiden war insgesamt sehr harmonisch, wir freuten uns vor allem an dem Blick von der kleinen Terasse auf das Wasser. Die Küche ist - de facto - nicht für die Nutzung durch andere gedacht. Aber ansonsten war alles zu unserer Zufriedenheit."
12351,736782,2011-11-22,645929,Mike&Jacquie,"We would just like to thank Vinh & Stuart for making our 1st Airbnb such an easy & enjoyable experience, we felt that Vinh went out of his way to give us advise during our holiday and found them both to be extremely kind and genuine hosts who we would not hesitiate to stay with again, thank you again for your making us feel so comfortable in your lovely home.
Mike & Jacquie"
12351,743780,2011-11-25,1427081,Harbour,Great BnB in a funky area of Sydney.  Excellent light rail or bus transport to the CBD.  Vinh & Stuart were very hospitable.  The room is bright with a very comfortable bed.  
12351,778603,2011-12-12,1265378,Leanne,"This was my first Airbnb stay and am keen to do it again after such a great experience. The hosts were wonderful, as was the view! They provided us with directions around the places we needed to go and assisted us with public transport information. They were very accommodating and made myself and my friend feel at home. We had a very busy schedule and unfortunately didn't get to spend much time in there lovely apartment. It was immaculate, with full kitchen use, own bathroom, WIFI connection, a comfortable bed after a busy day and a key to come and go as we needed. Thanks Guys! (And special mention to the Pomeranian who was just so cute :)"
12351,786133,2011-12-15,667718,Jin,"We had a wonderful stay with Vinh (Stuart was out on business). Their house is tastefully decorated with a view to the water, clean, comfortable, and easy access to the city center. Vinh is very friendly and helpful with good advice how to go about the city. We enjoyed our stay and conversation with him, and have no hestation to recommend their house to our friends. And we hope we'll visit them again."
12351,799152,2011-12-22,825306,James,"We found Vinh and Stuart to be delightful hosts, and my wife fell in love with their dog ""Kenji"", their sweet and quiet Pomeranian.  He really helped her overcome the longing she had for our dog waiting for our return.

The flat is in an excellent location and we would recommend these accommodations to anyone looking for an authentic Sydney experience.

Thank you Vinh & Stuart for helping to make this an unforgettable trip.

Jim & Sari"
